PRODUCTID,PRODUCTNDC,PRODUCTTYPENAME,NONPROPRIETARYNAME,DOSAGEFORMNAME,STARTMARKETINGDATE,ENDMARKETINGDATE,MARKETINGCATEGORYNAME,LABELERNAME,SUBSTANCENAME,ACTIVE_NUMERATOR_STRENGTH,ACTIVE_INGRED_UNIT,DEASCHEDULE
46144-313_d5636e99-e01b-411b-8d43-d1869b673375,46144-313,BULK INGREDIENT,CHLOROQUINE,POWDER,20160101,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",CHLOROQUINE,1,g/g,
46144-314_3972a5aa-6686-4f44-8d5c-36fb55f4b376,46144-314,BULK INGREDIENT,PENTOSAN POLYSULFATE SODIUM,POWDER,20160101,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",PENTOSAN POLYSULFATE SODIUM,1,g/g,
46144-315_5a34f0f2-83c4-4e94-87f6-86a24d219231,46144-315,BULK INGREDIENT,CHOLESTYRAMINE,POWDER,20160818,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",CHOLESTYRAMINE,1,kg/kg,
46144-316_a95c545b-39c9-4a5f-a39d-8ce6b0d6f301,46144-316,BULK INGREDIENT,PIRACETAM,POWDER,20160818,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",PIRACETAM,1,kg/kg,
46144-317_571cf6d9-6ef4-4d80-aa04-9a1264ff4104,46144-317,BULK INGREDIENT,CLOPIDOGREL BISULFATE,POWDER,20161002,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",CLOPIDOGREL BISULFATE,1,g/g,
46144-318_61925e29-1e1e-4181-b10f-98f1a9c90fe0,46144-318,BULK INGREDIENT,CEFTAZIDIME,POWDER,20161024,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",CEFTAZIDIME,1,g/g,
46144-319_42c6f79c-5ed3-05d3-e054-00144ff8d46c,46144-319,BULK INGREDIENT,MOXIFLOXACIN HYDROCHLORIDE,POWDER,20161202,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",MOXIFLOXACIN HYDROCHLORIDE,1,g/g,
46144-320_1194fdfa-46e1-489c-ac00-d76e2ab34790,46144-320,BULK INGREDIENT,SILDENAFIL,POWDER,20161226,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",SILDENAFIL,1,g/g,
46144-321_b0988ee7-8f07-469c-a3dc-989816e977d1,46144-321,BULK INGREDIENT,GATIFLOXACIN,POWDER,20170106,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",GATIFLOXACIN,1,g/g,
46144-322_04754638-f17a-455a-b2d3-804dcd4c3baf,46144-322,BULK INGREDIENT,ROCURONIUM BROMIDE,POWDER,20170113,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",ROCURONIUM BROMIDE,1,g/g,
46144-323_55f24b26-92a2-4fd5-ba32-5ac15441388f,46144-323,BULK INGREDIENT,CYCLOSPORINE,POWDER,20170306,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",CYCLOSPORINE,1,g/g,
46144-324_2d9690c8-4de2-4410-9938-c2f87041e64e,46144-324,BULK INGREDIENT,"THYROID, PORCINE",POWDER,20170306,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.","THYROID, PORCINE",1,kg/kg,
46144-325_5178f35f-c54e-3d56-e054-00144ff8d46c,46144-325,BULK INGREDIENT,LINCOMYCIN,POWDER,20170601,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",LINCOMYCIN,1,kg/kg,
46144-333_4c9de931-924a-4095-93df-eaca6a8925da,46144-333,BULK INGREDIENT,Hyaluronate Sodium,POWDER,20110315,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",HYALURONATE SODIUM,1,g/g,
46144-400_f745a097-1f7e-423e-a9e7-edc4a0bfa68a,46144-400,BULK INGREDIENT,Estradiol,POWDER,20100101,,BULK INGREDIENT,"API Solutions, Inc.",ESTRADIOL,1,g/g,
46144-401_16183710-8353-4dbb-871a-9cbb2d68ae49,46144-401,BULK INGREDIENT,Methylcobalamin,POWDER,20160301,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"A.P.I. Solutions, Inc.",METHYLCOBALAMIN,1,g/g,
46144-401_67e3a6c5-eb69-42a0-95a1-2d7aa67f4147,46144-401,BULK INGREDIENT,Methylcobalamin,POWDER,20120615,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"A.P.I. Solutions, Inc.",METHYLCOBALAMIN,1,g/g,
46144-444_1d16ad47-719f-4d68-855a-92d5031d7978,46144-444,BULK INGREDIENT,Benzocaine,POWDER,20120507,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"A.P.I. Solutions, Inc.",BENZOCAINE,1,kg/kg,
46144-501_361eed1a-4ef8-4693-8bb5-0e0604889ead,46144-501,BULK INGREDIENT,CYANOCOBALAMIN,POWDER,20120615,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"A.P.I. Solutions, Inc.",CYANOCOBALAMIN,1,g/g,
46144-601_3088eaf2-8490-42eb-9617-c73ebb791050,46144-601,BULK INGREDIENT,Hydroxocobalamin,POWDER,20120615,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"A.P.I. Solutions, Inc.",HYDROXOCOBALAMIN,1,g/g,
46144-700_efb23a8d-81ee-403f-950c-709156945bc5,46144-700,BULK INGREDIENT,Sermorelin Acetate,POWDER,20100101,,BULK INGREDIENT,"API Solutions, Inc.",SERMORELIN,1,g/g,
46144-800_bc1bf105-8f1a-4fd2-b3a0-4b52e1878c60,46144-800,BULK INGREDIENT,Leuprolide Acetate,POWDER,20111012,,DRUG FOR FURTHER PROCESSING,"API Solutions, Inc.",LEUPROLIDE ACETATE,1,g/g,
46144-801_b9f703ce-0dd9-4756-bef5-b5d66a8a36b0,46144-801,BULK INGREDIENT,Colchicine,POWDER,20121107,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",COLCHICINE,1,g/g,
46144-810_57ff9c0e-9ce9-436d-8c56-0b1ebbda9cfb,46144-810,BULK INGREDIENT,Allantoin,CREAM,20150205,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,API Solutions,ALLANTOIN,0.5,kg/kg,
46144-810_5941c466-f9f6-473f-97c6-58d672f1e675,46144-810,BULK INGREDIENT,Allantoin,CREAM,20150205,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,API Solutions,ALLANTOIN,0.5,kg/kg,
46144-810_839b9c69-8170-4130-9806-cba01e157a0f,46144-810,BULK INGREDIENT,Allantoin,CREAM,20150205,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,API Solutions,ALLANTOIN,0.5,kg/kg,
46144-900_4eb58eb2-71c3-4c83-a1f9-71d30cc66abb,46144-900,BULK INGREDIENT,Topiramate,POWDER,20120615,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"A.P.I. Solutions, Inc.",TOPIRAMATE,1,g/g,
46144-901_61713a33-5721-4468-a787-b63dfaff590d,46144-901,BULK INGREDIENT,Ketoprofen,POWDER,20121119,,BULK INGREDIENT FOR HUMAN PRESCRIPTION COMPOUNDING,"API Solutions, Inc.",KETOPROFEN,1,g/g,
46204-0002_ac51083f-4000-4774-8506-081c50c3022c,46204-0002,BULK INGREDIENT,Fluphenazine Hydrochloride,POWDER,20120420,,BULK INGREDIENT,Trifarma S.p.A,FLUPHENAZINE HYDROCHLORIDE,1,kg/kg,
46204-0003_7e5d452d-964b-4109-9606-1b98221dbfc8,46204-0003,BULK INGREDIENT,Perphenazine,POWDER,20130512,,BULK INGREDIENT,Trifarma S.p.A,PERPHENAZINE,1,kg/kg,
46204-0005_58664998-5a1b-4bff-b774-f8837a64f82d,46204-0005,BULK INGREDIENT,Pamidronic Acid,POWDER,20090921,,BULK INGREDIENT,Trifarma S.p.A,PAMIDRONIC ACID,1,kg/kg,
46204-0006_4cdc7226-70da-484a-b727-abce0fc4d4cf,46204-0006,BULK INGREDIENT,Thioridazine Hydrochloride,POWDER,20120503,,BULK INGREDIENT,Trifarma S.p.A,THIORIDAZINE HYDROCHLORIDE,1,kg/kg,
46204-0007_5cf53a93-9b21-4f56-a18d-2c02672c5320,46204-0007,BULK INGREDIENT,Prochlorperazine,POWDER,20120504,,BULK INGREDIENT,Trifarma S.p.A,PROCHLORPERAZINE,1,kg/kg,
46204-0008_b23a6555-36e5-4733-9b0d-b457f5a65a87,46204-0008,BULK INGREDIENT,Fluphenazine Decanoate,LIQUID,20090402,,BULK INGREDIENT,Trifarma S.p.A,FLUPHENAZINE DECANOATE,1,kg/kg,
46204-0081_6bfc52e6-da78-432b-b3d2-86b4c845076e,46204-0081,BULK INGREDIENT,Trifluoperazine Hydrochloride,POWDER,20120816,,BULK INGREDIENT,Trifluoperazine Hydrochloride,TRIFLUOPERAZINE HYDROCHLORIDE,1,kg/kg,
46204-0106_15bc0bd8-7201-4c31-9f81-5e394374eb6b,46204-0106,BULK INGREDIENT,Prochlorperazine Maleate,POWDER,20120308,,BULK INGREDIENT,Trifarma S.p.A,PROCHLORPERAZINE MALEATE,1,kg/kg,
46204-0120_7adf635f-e409-4a0b-a975-2447414569b8,46204-0120,BULK INGREDIENT,Clindamycin Phosphate,POWDER,20120320,,BULK INGREDIENT,Trifarma S.p.A,CLINDAMYCIN PHOSPHATE,1,kg/kg,
46204-0121_e0e8afa8-c0d1-445c-94c7-b018e7d3aebd,46204-0121,BULK INGREDIENT,Prochlorperazine Edisylate,POWDER,20120802,,BULK INGREDIENT,Trifarma S.p.A,PROCHLORPERAZINE EDISYLATE,1,kg/kg,
46204-0250_34946637-cfa3-429d-92f6-ac3526f58439,46204-0250,BULK INGREDIENT,Zoledronic Acid,POWDER,20120604,,BULK INGREDIENT,Trifarma S.p.A,ZOLEDRONIC ACID,1,kg/kg,
46204-0317_635304da-1d48-4e3a-a11c-fb548bed824c,46204-0317,BULK INGREDIENT,Epinastine Hydrochloride,POWDER,20060511,,BULK INGREDIENT,Trifarma S.p.A,EPINASTINE HYDROCHLORIDE,1,kg/kg,
46204-0326_3c491fbb-2595-43cd-ab8f-95f9d647a3ac,46204-0326,BULK INGREDIENT,Foscarnet Sodium Hexahydrate,POWDER,20050930,,BULK INGREDIENT,Trifarma S.p.A,FOSCARNET SODIUM,1,kg/kg,
46204-0434_0a4c5c8f-5281-4277-a219-5de31d9ca0ef,46204-0434,BULK INGREDIENT,Milrinone,POWDER,20080528,,BULK INGREDIENT,Trifarma S.p.A,MILRINONE,1,kg/kg,
46204-0516_02c9a45b-b6ac-49f7-b7ca-13f17e0dd7db,46204-0516,BULK INGREDIENT,Clocortolone Pivalate,POWDER,20110714,,BULK INGREDIENT,Trifarma S.p.A,CLOCORTOLONE PIVALATE,1,kg/kg,
46204-0519_c0f60bff-77ef-47dd-9029-c074f6d1d79c,46204-0519,BULK INGREDIENT,Difluprednate,POWDER,20140226,,BULK INGREDIENT,Trifarma S.p.A.,DIFLUPREDNATE,1,kg/kg,
46204-0536_842c6cec-b784-4306-97b2-3d7f064f9b2b,46204-0536,BULK INGREDIENT,Etomidate,POWDER,20120210,,BULK INGREDIENT,Trifarma S.p.A,ETOMIDATE,1,kg/kg,
46204-0584_9543291d-a92c-4395-a99e-6b177d0f8b34,46204-0584,BULK INGREDIENT,Regadenoson Monohydrate,POWDER,20121105,,BULK INGREDIENT,Trifarma S.p.A,REGADENOSON,1,kg/kg,
46204-0689_cbf2b921-0375-4eeb-b1dc-f9a66fab4a47,46204-0689,BULK INGREDIENT,Hydrocortisone Valerate,POWDER,20161110,,BULK INGREDIENT,Trifarma S.p.A,HYDROCORTISONE VALERATE,1,kg/kg,
46372-0001_78f69eb3-794f-4722-9bc8-ed12cd0c2883,46372-0001,BULK INGREDIENT,Zinc Oxide,POWDER,20110715,,BULK INGREDIENT,Zochem Inc.,ZINC OXIDE,1,kg/kg,
46372-0101_17c83898-377a-4cf9-e054-00144ff88e88,46372-0101,BULK INGREDIENT,ZINC OXIDE,POWDER,20150528,,BULK INGREDIENT,"ZOCHEM, INC",ZINC OXIDE,1,kg/kg,
46372-0102_adf9aa62-8c86-437a-aa17-b58cba8ef068,46372-0102,BULK INGREDIENT,ZINC OXIDE,POWDER,20150528,,BULK INGREDIENT,"ZOCHEM, INC",ZINC OXIDE,1,kg/kg,
46372-0103_f43fe0a6-c01d-45cd-8ac1-a522d425b275,46372-0103,BULK INGREDIENT,ZINC OXIDE,POWDER,20150528,,BULK INGREDIENT,"ZOCHEM, INC",ZINC OXIDE,1,kg/kg,
46372-0112_a1441902-a670-426e-8dce-69e231d37c80,46372-0112,BULK INGREDIENT,ZINC OXIDE,POWDER,20150528,,BULK INGREDIENT,"ZOCHEM, INC",ZINC OXIDE,1,kg/kg,
46414-7777_9a6f25af-76f3-4ed6-969f-bb5f4227e2fe,46414-7777,BULK INGREDIENT,Povidone Iodine,SOLUTION,19760214,,DRUG FOR FURTHER PROCESSING,James Alexander Corporation,POVIDONE-IODINE,0.006,g/.6mL,
46438-0001_d61124e8-cd27-4e94-bb55-1e86eb556796,46438-0001,BULK INGREDIENT,Isosorbide Dinitrate,POWDER,20050829,,BULK INGREDIENT,Dipharma Francis Srl,ISOSORBIDE DINITRATE,1,kg/kg,
46438-0003_ec298b20-eb26-4b1e-9cd9-781800085a3d,46438-0003,BULK INGREDIENT,Ibuprofen Lysine,POWDER,20080624,,BULK INGREDIENT,Dipharma Francis Srl,IBUPROFEN LYSINE,1,kg/kg,
46438-0046_d7dbddff-3506-41db-a25a-a9756564ef22,46438-0046,BULK INGREDIENT,Diclofenac Sodium,POWDER,19870112,,BULK INGREDIENT,Dipharma Francis Srl,DICLOFENAC SODIUM,1,kg/kg,
46438-0053_67446118-16da-4668-a6fe-9e0067737576,46438-0053,BULK INGREDIENT,Piroxicam,POWDER,19870202,,BULK INGREDIENT,Dipharma Francis Srl,PIROXICAM,1,kg/kg,
46438-0058_bd9291b6-c595-4af2-8d81-0726771149f8,46438-0058,BULK INGREDIENT,Diclofenac Potassium,POWDER,19990608,,BULK INGREDIENT,Dipharma Francis Srl,DICLOFENAC POTASSIUM,1,kg/kg,
46438-0066_e4e00abe-8e3a-4f93-9e6f-922c1a9182c0,46438-0066,BULK INGREDIENT,Protriptyline Hydrochloride,POWDER,20060816,,BULK INGREDIENT,Dipharma Francis Srl,PROTRIPTYLINE HYDROCHLORIDE,1,kg/kg,
46438-0089_841c44e3-a6db-49e1-a177-21aa01e3ca43,46438-0089,BULK INGREDIENT,Ursodiol,POWDER,19941018,,BULK INGREDIENT,Dipharma Francis Srl,URSODIOL,1,kg/kg,
46438-0090_3a7a61af-05b2-44a9-bb79-96d50c256cfe,46438-0090,BULK INGREDIENT,Ursodiol,POWDER,20051117,,BULK INGREDIENT,Dipharma Francis Srl,URSODIOL,1,kg/kg,
46438-0107_80493247-376e-4309-92cb-6bd87e37af44,46438-0107,BULK INGREDIENT,Fexofenadine Hydrochloride,POWDER,20061206,,BULK INGREDIENT,Dipharma Francis Srl,FEXOFENADINE HYDROCHLORIDE,1,kg/kg,
46438-0628_6b928d55-2b5b-42d9-9344-0822c8cb2d24,46438-0628,BULK INGREDIENT,Diclofenac Epolamine,POWDER,20130807,,BULK INGREDIENT,Dipharma Francis Srl,DICLOFENAC EPOLAMINE,1,kg/kg,
46438-0630_2ec6570b-b75e-4506-b588-be531b56c82f,46438-0630,BULK INGREDIENT,Amitriptyline Hydrochloride,POWDER,20130801,,BULK INGREDIENT,Dipharma Francis Srl,AMITRIPTYLINE HYDROCHLORIDE,1,kg/kg,
46438-0631_a5076230-b5ba-4641-be71-a9f7ea8e9670,46438-0631,BULK INGREDIENT,Cyclobenzaprine Hydrochloride,POWDER,20040112,,BULK INGREDIENT,Dipharma Francis Srl,CYCLOBENZAPRINE HYDROCHLORIDE,1,kg/kg,
46438-0632_8d200783-7463-4178-bf53-c88ee4471ac8,46438-0632,BULK INGREDIENT,Cilostazol,POWDER,20051013,,BULK INGREDIENT,Dipharma Francis Srl,CILOSTAZOL,1,kg/kg,
46438-0633_755205c7-66e1-424f-ba9b-5e7def77addf,46438-0633,BULK INGREDIENT,Cilostazol,POWDER,20051013,,BULK INGREDIENT,Dipharma Francis Srl,CILOSTAZOL,1,kg/kg,
46438-0634_0dc90d5b-7140-4440-8b69-c6d66fdfe944,46438-0634,BULK INGREDIENT,Isosorbide Dinitrate,POWDER,20130805,,BULK INGREDIENT,Dipharma Francis Srl,ISOSORBIDE DINITRATE,1,kg/kg,
46438-0635_0c0b6a13-4a87-4ef9-a69a-2a08bccdfae8,46438-0635,BULK INGREDIENT,NIfedipine,POWDER,20120301,,BULK INGREDIENT,Dipharma Francis Srl,NIFEDIPINE,1,kg/kg,
46438-0637_4b12bfd3-4dca-407a-84b3-18fee573e15a,46438-0637,BULK INGREDIENT,Fexofenadine Hydrochloride,POWDER,20160901,,BULK INGREDIENT,Dipharma Francis Srl,FEXOFENADINE HYDROCHLORIDE,1,kg/kg,
46438-0638_11ee8690-a271-4862-99cd-c4c98359446a,46438-0638,BULK INGREDIENT,Fexofenadine Hydrochloride,POWDER,20160901,,BULK INGREDIENT,Dipharma Francis Srl,FEXOFENADINE HYDROCHLORIDE,1,kg/kg,
46438-0639_007d5224-0eac-4e70-86f3-25ffdfcdfbe2,46438-0639,BULK INGREDIENT,Piroxicam,POWDER,20160901,,BULK INGREDIENT,Dipharma Francis Srl,PIROXICAM,1,kg/kg,
46438-0640_30f59c93-e191-484c-b0a3-5d08fdaec690,46438-0640,BULK INGREDIENT,Diclofenac Sodium,POWDER,20160901,,BULK INGREDIENT,Dipharma Francis Srl,DICLOFENAC SODIUM,1,kg/kg,
46438-1110_ace8314e-6427-4e63-93e5-e2e338cccd69,46438-1110,BULK INGREDIENT,DILUTED ISOSORBIDE MONONITRATE,POWDER,20140526,,BULK INGREDIENT,Dipharma Francis Srl,ISOSORBIDE MONONITRATE,1,kg/kg,
46438-1111_6b1c51f3-3f75-4115-88dd-1f373da384ec,46438-1111,BULK INGREDIENT,Fexofenadine Hydrochloride,POWDER,20140529,,BULK INGREDIENT,Dipharma Francis Srl,FEXOFENADINE HYDROCHLORIDE,1,kg/kg,
46439-8560_b25f1b85-ceff-4176-b74c-379dcd496d57,46439-8560,BULK INGREDIENT,Prednisolone Acetate,POWDER,20161215,,BULK INGREDIENT,Farmabios S.p.A.,PREDNISOLONE ACETATE,1,g/g,
46439-8701_85aee053-6646-4122-ab1a-ff31788241ff,46439-8701,BULK INGREDIENT,TRIAMCINOLONE,POWDER,19890208,,BULK INGREDIENT,Farmabios S.p.A.,TRIAMCINOLONE,1,g/g,
46439-8703_e655e309-d3bc-41ad-8ef2-eeec7238f08b,46439-8703,BULK INGREDIENT,TRIAMCINOLONE ACETONIDE,POWDER,19990201,,BULK INGREDIENT,Farmabios S.p.A.,TRIAMCINOLONE ACETONIDE,1,g/g,
46439-8706_85680c30-0e85-47f9-a93f-c82dea126261,46439-8706,BULK INGREDIENT,DESOXIMETASONE,POWDER,19900803,,BULK INGREDIENT,Farmabios S.p.A.,DESOXIMETASONE,1,g/g,
46439-8707_de52560a-108a-408f-b8ee-02ab1d48ce06,46439-8707,BULK INGREDIENT,FLUOCINONIDE,POWDER,19890303,,BULK INGREDIENT,Farmabios S.p.A.,FLUOCINONIDE,1,g/g,
46439-8708_5d4f4914-c3e8-4d3d-8902-1ce8a699a360,46439-8708,BULK INGREDIENT,CLOBETASOL PROPIONATE,POWDER,20001009,,BULK INGREDIENT,Farmabios S.p.A.,CLOBETASOL PROPIONATE,1,g/g,
46439-8709_317ac94a-5af3-482c-9217-df095f77de8c,46439-8709,BULK INGREDIENT,FLUOCINOLONE ACETONIDE,POWDER,19980401,,BULK INGREDIENT,Farmabios S.p.A.,FLUOCINOLONE ACETONIDE,1,g/g,
46439-8710_4dd66348-1dd0-42bc-9b3d-bc34c4cd6e73,46439-8710,BULK INGREDIENT,BETAMETHASONE DIPROPIONATE,POWDER,19890531,,BULK INGREDIENT,Farmabios S.p.A.,BETAMETHASONE DIPROPIONATE,1,g/g,
46439-8711_f5c345c3-a6e6-4daf-91c5-2eb3bd25e39f,46439-8711,BULK INGREDIENT,BETAMETHASONE VALERATE,POWDER,19890531,,BULK INGREDIENT,Farmabios S.p.A.,BETAMETHASONE VALERATE,1,g/g,
46439-8712_2cbf862a-1e2b-4a89-9205-364b57d4f016,46439-8712,BULK INGREDIENT,MEDROXYPROGESTERONE ACETATE,POWDER,19920205,,BULK INGREDIENT,Farmabios S.p.A.,MEDROXYPROGESTERONE ACETATE,1,g/g,
46439-8713_47ae83c3-0bfc-4adb-9eb7-1c1c386b3dc7,46439-8713,BULK INGREDIENT,DESONIDE,POWDER,19920303,,BULK INGREDIENT,Farmabios S.p.A.,DESONIDE,1,g/g,
46439-8714_e02184c5-2951-416c-a61c-1e00718bbd91,46439-8714,BULK INGREDIENT,BECLOMETHASONE DIPROPIONATE,POWDER,19930618,,BULK INGREDIENT,Farmabios S.p.A.,BECLOMETHASONE DIPROPIONATE,1,g/g,
46439-8715_3cd105d7-3c5d-4847-a8fb-0190bba53c77,46439-8715,BULK INGREDIENT,FLUNISOLIDE ANHYDROUS,POWDER,20100413,,BULK INGREDIENT,Farmabios S.p.A.,FLUNISOLIDE ANHYDROUS,1,g/g,
46439-8717_efdf9b2d-46ae-4590-878f-9e661ecf9a43,46439-8717,BULK INGREDIENT,HALCINONIDE,POWDER,20050516,,BULK INGREDIENT,Farmabios S.p.A.,HALCINONIDE,1,g/g,
46439-8718_e7849a8c-10a4-478d-990a-fd53204bec10,46439-8718,BULK INGREDIENT,FLUMETHASONE,POWDER,19990215,,BULK INGREDIENT,Farmabios S.p.A.,FLUMETHASONE,1,g/g,
46439-8719_89723815-a76a-4c3d-862a-648bdb2749d5,46439-8719,BULK INGREDIENT,BUDESONIDE,POWDER,20050601,,BULK INGREDIENT,Farmabios S.p.A.,BUDESONIDE,1,g/g,
46439-8720_740ec65e-f039-4f94-b60a-c4e71042e229,46439-8720,BULK INGREDIENT,CYPROTERONE ACETATE,POWDER,19980515,,BULK INGREDIENT,Farmabios S.p.A.,CYPROTERONE ACETATE,1,g/g,
46439-8721_c3d954a1-a82e-4eb6-8c2b-98cf7c595543,46439-8721,BULK INGREDIENT,FLUDROCORTISONE ACETATE,POWDER,19990512,,BULK INGREDIENT,Farmabios S.p.A.,FLUDROCORTISONE ACETATE,1,g/g,
46439-8722_61298632-6914-4d3c-8882-c2210a8090dc,46439-8722,BULK INGREDIENT,MEGESTROL ACETATE,POWDER,19980722,,BULK INGREDIENT,Farmabios S.p.A.,MEGESTROL ACETATE,1,g/g,
46439-8723_abb7dcac-4491-424b-9344-2f37e7387d7c,46439-8723,BULK INGREDIENT,FLURANDRENOLIDE,POWDER,20010410,,BULK INGREDIENT,Farmabios S.p.A.,FLURANDRENOLIDE,1,g/g,
46439-8727_6307c84b-9c3e-4226-916a-53001bc71b1e,46439-8727,BULK INGREDIENT,CLOCORTOLONE PIVALATE,POWDER,20060628,,BULK INGREDIENT,Farmabios S.p.A.,CLOCORTOLONE PIVALATE,1,g/g,
46439-8728_0be56b55-d0bd-4f17-bfbb-3c367186fd0a,46439-8728,BULK INGREDIENT,TRIAMCINOLONE HEXACETONIDE,POWDER,20080520,,BULK INGREDIENT,Farmabios S.p.A.,TRIAMCINOLONE HEXACETONIDE,1,g/g,
46439-8729_1dc4bdc6-f8dc-43c7-a450-479a943d2308,46439-8729,BULK INGREDIENT,FLUTICASONE PROPIONATE,POWDER,20070424,,BULK INGREDIENT,Farmabios S.p.A.,FLUTICASONE PROPIONATE,1,g/g,
46439-8730_36f96f73-3471-4aaf-8dc2-059294af8a9f,46439-8730,BULK INGREDIENT,TRIAMCINOLONE ACETONIDE,POWDER,20080529,,BULK INGREDIENT,Farmabios S.p.A.,TRIAMCINOLONE ACETONIDE,1,g/g,
46439-8733_e4eaccf4-87f5-459d-82ef-658e24bb7d01,46439-8733,BULK INGREDIENT,MOMETASONE FUROATE,POWDER,20081212,,BULK INGREDIENT,Farmabios S.p.A.,MOMETASONE FUROATE,1,g/g,
46439-8734_2b3e6ebe-3d33-4af5-9196-23e13be20f22,46439-8734,BULK INGREDIENT,BUSULFAN,POWDER,20110501,,BULK INGREDIENT,Farmabios S.p.A.,BUSULFAN,1,g/g,
46439-8735_0995d50a-f416-4710-a1e7-1aa7c6627dc1,46439-8735,BULK INGREDIENT,Melphalan Hydrochloride,POWDER,20110501,,BULK INGREDIENT,Farmabios S.p.A.,MELPHALAN HYDROCHLORIDE,1,g/g,
46439-8736_7a0eae86-688d-4d34-bc21-3afa128b8169,46439-8736,BULK INGREDIENT,TESTOSTERONE CYPIONATE,POWDER,20110501,,BULK INGREDIENT,Farmabios S.p.A.,TESTOSTERONE CYPIONATE,1,g/g,CIII
46439-8737_fc281d80-e9c9-4a1f-83da-463504ca9821,46439-8737,BULK INGREDIENT,BUDESONIDE,POWDER,20110426,,BULK INGREDIENT,Farmabios S.p.A.,BUDESONIDE,1,g/g,
46439-8738_8173a9ce-dbf5-40d5-9ee1-f079a5130453,46439-8738,BULK INGREDIENT,DIFLUPREDNATE,POWDER,20110701,,BULK INGREDIENT,Farmabios S.p.A.,DIFLUPREDNATE,1,g/g,
46439-8739_b912b57b-39fa-4453-88b5-e245b8a31192,46439-8739,BULK INGREDIENT,DIFLUPREDNATE,POWDER,20110701,,BULK INGREDIENT,Farmabios S.p.A.,DIFLUPREDNATE,1,g/g,
46439-8740_051c870d-5e00-4cf2-84ae-0659d33df827,46439-8740,BULK INGREDIENT,FLUNISOLIDE,POWDER,20110901,,BULK INGREDIENT,Farmabios S.p.A.,FLUNISOLIDE,1,g/g,
46439-8741_9f2786c5-50ca-4426-ba10-cb443183c968,46439-8741,BULK INGREDIENT,METHYLTESTOSTERONE,POWDER,20111201,,BULK INGREDIENT,Farmabios S.p.A.,METHYLTESTOSTERONE,1,g/g,CIII
46439-8742_7f8eff1e-7c82-45b7-87c0-0a007b184339,46439-8742,BULK INGREDIENT,TRIAMCINOLONE ACETONIDE,POWDER,20120124,,BULK INGREDIENT,Farmabios S.p.A.,TRIAMCINOLONE ACETONIDE,1,g/g,
46439-8743_67b472f4-6f44-4298-8a0f-0385aea23f23,46439-8743,BULK INGREDIENT,LOTEPREDNOL ETABONATE,POWDER,20120401,,BULK INGREDIENT,Farmabios S.p.A.,LOTEPREDNOL ETABONATE,1,g/g,
46439-8744_6d491f2d-b06a-4dc9-90c0-b2c396d5848e,46439-8744,BULK INGREDIENT,LOTEPREDNOL ETABONATE,POWDER,20120401,,BULK INGREDIENT,Farmabios S.p.A.,LOTEPREDNOL ETABONATE,1,g/g,
46439-8745_45fde6b4-b8da-432b-91a6-e653d6158907,46439-8745,BULK INGREDIENT,PREDNIENIC ACID,POWDER,20120401,,BULK INGREDIENT,Farmabios S.p.A.,PREDNIENIC ACID,1,g/g,
46439-8746_466a8822-1669-4525-9b6e-a8986e1c0338,46439-8746,BULK INGREDIENT,EXEMESTANE,POWDER,20120719,,BULK INGREDIENT,Farmabios S.p.A.,EXEMESTANE,1,g/g,
